"","rowname","colname","p_M","R_M"
"2526","4-Guanidinobutanoate","Glycerophosphocholine",4.20532788767241e-28,0.42512315270936
"2527","Anthranilic Acid","Maleic Acid",4.44322443060611e-28,0.319704433497537
"2528","ADP","AMP",4.45340436379526e-28,0.644827586206896
"2529","IMP","NADH",4.45340436379526e-28,0.539408866995074
"2530","SAH","Trigonelline",4.5096283802859e-28,-0.550246305418719
"2531","2-Aminoisobutyric Acid","S-Methylcysteine",4.53740116972246e-28,0.294088669950739
"2532","Maleic Acid","Uridine",4.63045119383945e-28,-0.442857142857143
"2533","Cadaverine","Pyruvate",4.73242747553898e-28,-0.421182266009852
"2534","Histidine","Pyruvate",4.79326295086981e-28,0.40935960591133
"2535","L-Kynurenine","Putrescine",4.79326295086981e-28,0.479310344827586
"2536","L-2-Aminobutyric Acid","o-Phosphoethanolamine",4.80916624243516e-28,0.421674876847291
"2537","1/3-Methylhistidine","L-Kynurenine",4.83493951137266e-28,0.312315270935961
"2538","Carnosine","Cytidine",4.87102671098005e-28,-0.39064039408867
"2539","3HBA","Pseudouridine",4.99013036419166e-28,0.0940886699507389
"2540","Ribulose 5-Phosphate","Uridine",5.01749796134088e-28,0.2935960591133
"2541","Palmitic Acid","Pseudouridine",5.05566117561031e-28,0.188669950738916
"2542","Myristic Acid","Sorbitol",5.12354328048097e-28,-0.46256157635468
"2543","L-2-Aminobutyric Acid","N-AcetylGlycine",5.2265837365362e-28,-0.26256157635468
"2544","2-Hydroxyphenylacetate","Sedoheptulose 7-Phosphate",5.26124110457655e-28,-0.4935960591133
"2545","Glucose","Suberic Acid",5.31897838466547e-28,-0.393103448275862
"2546","Biopterin","FAD",5.47163852901272e-28,0.407881773399015
"2547","iso-Leucine /allo-isoLeucine","Valine",5.49803328609515e-28,0.777832512315271
"2548","G1P/F1P/F6P","Pyridoxamine",5.50584926884191e-28,-0.414285714285714
"2549","Betaine","DCDP",5.56224407109713e-28,-0.540886699507389
"2550","Glycerol-3-P","Tyrosine",5.58412857407638e-28,-0.31871921182266
"2551","Alanine","Phenylalanine",5.6334580989668e-28,-0.432512315270936
"2552","1/3-Methylhistidine","N-Ac-Phenylalanine",5.75315451390563e-28,-0.130049261083744
"2553","gamma-Aminobutyrate","UDP-Glucose",6.10003801833406e-28,0.522167487684729
"2554","Indole-2-Carboxylic Acid","Pseudouridine",6.29473952988536e-28,0.260098522167488
"2555","G1P/F1P/F6P","Urate",6.36501777598572e-28,-0.402463054187192
"2556","Phenylacetic Acid","Sedoheptulose 7-Phosphate",6.61506837584859e-28,-0.354187192118227
"2557","Betaine","Cysteinyl-Glycine (Cys-Gly)",6.69672925099994e-28,-0.412807881773399
"2558","Arginine","n-Glycylproline",6.86926358272859e-28,-0.28423645320197
"2559","4-Pyridoxic Acid","Linoleic Acid",7.13935897293609e-28,0.482758620689655
"2560","Guanine","Imidazoleacetic Acid",7.22718240129817e-28,-0.406403940886699
"2561","Glycerol-3-P","Maleic Acid",7.33996450540768e-28,-0.404433497536946
"2562","Indole-3-Carboxylic Acid","Succinylcarnitine",7.46734529636234e-28,-0.383743842364532
"2563","3-Hydroxyisovaleric Acid","Homoarginine",7.62769884788714e-28,-0.341379310344828
"2564","Erythrose-4-Phosphate","Riboflavin",7.65979249441973e-28,-0.355665024630542
"2565","Cholesteryl Sulfate","Lactose/Trehalose",7.84453508141727e-28,-0.492118226600985
"2566","3-(4-Hydroxyphenyl)Propionate","Cytidine",8.08526769184085e-28,-0.351724137931034
"2567","3-Hydroxypropionic Acid","Glutamic acid",8.20051286230297e-28,0.430049261083744
"2568","G6P","Oxalacetate",8.21709367856322e-28,-0.456650246305419
"2569","Pseudouridine","Pyruvate",8.3284360200645e-28,-0.255665024630542
"2570","N-Ac-L-Glutamine","Ornithine",8.53466073739355e-28,-0.33448275862069
"2571","Creatine","Imidazoleacetic Acid",8.76468790007665e-28,-0.250738916256158
"2572","4-Guanidinobutanoate","Glucose",8.99266762557663e-28,0.429556650246305
"2573","Homoarginine","Retinol",9.07903437159658e-28,-0.329556650246305
"2574","N6-Acetyl-Lysine","SAH",9.18960663487193e-28,0.345812807881773
"2575","L-Kynurenine","Pyridoxamine",9.26171069275435e-28,-0.249261083743842
"2576","G1P/F1P/F6P","Sucrose",9.26175885352558e-28,-0.406403940886699
"2577","Citraconic Acid","N6-Trimethyllysine",9.41332195802778e-28,-0.400985221674877
"2578","1/3-Methylhistidine","Alpha-Ketoglutaric Acid",9.61598923714053e-28,0.31871921182266
"2579","1-Methyladenosine","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",9.87299590784512e-28,-0.414285714285714
"2580","Biopterin","S-Methylcysteine",1.02801076931106e-27,0.226108374384236
"2581","Carnosine","Indole-3-Carboxylic Acid",1.04727073697472e-27,0.459113300492611
"2582","Methionine","Pyruvate",1.08041022928203e-27,0.342364532019704
"2583","Alpha-Ketoglutaric Acid","SAH",1.10045514311193e-27,0.375369458128079
"2584","Indole-2-Carboxylic Acid","S-Methylcysteine",1.10626842251491e-27,0.327586206896552
"2585","1-Methyladenosine","S-Methylcysteine",1.11368804542187e-27,0.223645320197044
"2586","Myristic Acid","Trigonelline",1.14987190926129e-27,-0.521182266009852
"2587","Choline","Inosine",1.1536554751896e-27,-0.253694581280788
"2588","Cholesteryl Sulfate","N-Ac-Phenylalanine",1.17325812411541e-27,0.290147783251231
"2589","Glycine","Pyroglutamic Acid",1.19146298939565e-27,0.271428571428571
"2590","Pyroglutamic Acid","Serine",1.1957993577298e-27,0.35320197044335
"2591","Inosine","Ribulose 5-Phosphate",1.20000689909017e-27,0.353694581280788
"2592","3-(4-Hydroxyphenyl)Propionate","Guanine",1.21834467022068e-27,0.225615763546798
"2593","4-Pyridoxic Acid","N6-Acetyl-Lysine",1.26669706494652e-27,-0.452709359605911
"2594","Cystine","Urate",1.28791149251019e-27,-0.41871921182266
"2595","1-Methylnicotinamide","Cytidine",1.30607955693064e-27,-0.323152709359606
"2596","Cysteinyl-Glycine (Cys-Gly)","SAH",1.33111769242508e-27,0.435960591133005
"2597","2-Hydroxyisobutyrate/2-Hydroxybutyrate","Maleic Acid",1.35102190617678e-27,0.463054187192118
"2598","1-Methylnicotinamide","Pyruvate",1.40139622565052e-27,-0.428571428571428
"2599","2-Hydroxyphenylacetate","Cysteinyl-Glycine (Cys-Gly)",1.40363386036629e-27,-0.339408866995074
"2600","2-Hydroxyglutarate","Trigonelline",1.42614863632401e-27,-0.423645320197044
"2601","Betaine","S-Methylcysteine",1.45600719880125e-27,0.358620689655172
"2602","Ornithine","Tryptophan",1.49563052430938e-27,-0.327586206896552
"2603","3-Hydroxypropionic Acid","gamma-Aminobutyrate",1.54544300022173e-27,0.404433497536946
"2604","3HBA","Deoxyguanosine",1.6064573460962e-27,0.430541871921182
"2605","Ribose-5-P","Taurine",1.62897616644219e-27,-0.431034482758621
"2606","Glycine","PEP",1.63010970869316e-27,-0.411822660098522
"2607","G1P/F1P/F6P","Pyruvate",1.63655363936666e-27,0.519211822660098
"2608","Pyruvate","Urate",1.64307873851271e-27,-0.378817733990148
"2609","Palmitic Acid","Sucrose",1.73411615101462e-27,0.275862068965517
"2610","Cytidine","IMP",1.76582532028466e-27,-0.50295566502463
"2611","Cystine","Oxalacetate",1.77489769127851e-27,-0.422167487684729
"2612","Indole-3-Carboxylic Acid","N6-Trimethyllysine",1.78708033922799e-27,-0.450246305418719
"2613","3-Hydroxyisovaleric Acid","Alpha-Ketoglutaric Acid",1.79087745164154e-27,-0.358128078817734
"2614","Anthranilic Acid","Cystathionine",1.81129215325704e-27,-0.354187192118227
"2615","Adipic Acid / 3-Methylglutaric Acid","Glucose",1.81948317088518e-27,-0.401970443349754
"2616","D-Leucic Acid","Pseudouridine",1.84321579639246e-27,0.342857142857143
"2617","Glyceraldehyde","Glycerol-3-P",1.84468444689908e-27,0.32807881773399
"2618","N-Ac-Arginine","Suberic Acid",1.86299145589321e-27,-0.36256157635468
"2619","DHAP/D-GA3P","Homoarginine",1.89076330220713e-27,0.274384236453202
"2620","2-Aminoisobutyric Acid","Tyrosine",1.97165697405586e-27,0.273891625615764
"2621","Homoarginine","S-Adenosylmethionine (SAM)",2.00201580976817e-27,0.316748768472906
"2622","Dimethylglycine","N-Acetyl-Aspartate (NAA)",2.06769922812163e-27,-0.323645320197044
"2623","Orotate","Urate",2.06863277218584e-27,-0.319211822660098
"2624","Anthranilic Acid","Hydrocinnamic Acid",2.08091087768056e-27,0.282266009852217
"2625","Allantoin","G1P/F1P/F6P",2.15827992896803e-27,-0.491625615763547
"2626","Biopterin","Thiamine",2.24826946532401e-27,-0.271428571428571
"2627","Adenylosuccinate","N2,N2-Dimethylguanosine",2.25852606557297e-27,0.512315270935961
"2628","gamma-Aminobutyrate","Hypotaurine",2.33854969679626e-27,-0.457142857142857
"2629","Cholesteryl Sulfate","Thiamine",2.35223278348117e-27,-0.206403940886699
"2630","cAMP","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",2.36045894925037e-27,0.433004926108374
"2631","1-Methyladenosine","Erythrose-4-Phosphate",2.41626202184899e-27,-0.408866995073892
"2632","Ergocalciferol","Indole-2-Carboxylic Acid",2.41626202184899e-27,0.360591133004926
"2633","Betaine","Inosine",2.46030981025603e-27,-0.330049261083744
"2634","Erythrose-4-Phosphate","Pyridoxamine",2.47206661458921e-27,-0.389655172413793
"2635","L-Kynurenine","N-Ac-Alanine",2.49856909847387e-27,-0.249261083743842
"2636","GMP","Lysine",2.55119991702969e-27,-0.45320197044335
"2637","Cholesteryl Sulfate","Ergocalciferol",2.60248471703468e-27,0.338916256157635
"2638","N-Ac-Phenylalanine","n-Glycylproline",2.6185921754433e-27,-0.309852216748768
"2639","6-Methyladenosine","IMP",2.62946991787738e-27,-0.408374384236453
"2640","Deoxyguanosine","N2,N2-Dimethylguanosine",2.62946991787738e-27,0.541379310344827
"2641","Neopterin","UDP-Glucose",2.66549711941822e-27,-0.410837438423645
"2642","Glycerol-3-P","Guanine",2.68022634335367e-27,-0.357142857142857
"2643","Phosphotyrosine","Pyruvate",2.69353375949528e-27,0.467487684729064
"2644","DHAP/D-GA3P","G6P",2.7495927723534e-27,0.457635467980296
"2645","Cystine","Inosine",2.98415825745943e-27,0.254679802955665
"2646","Homoarginine","Phenylacetic Acid",3.01615124422948e-27,-0.342857142857143
"2647","Glycerophosphocholine","Orotate",3.22202832598898e-27,0.357635467980295
"2648","4-Pyridoxic Acid","Ribulose 5-Phosphate",3.25797471307294e-27,-0.378817733990148
"2649","DHAP/D-GA3P","Riboflavin",3.27474820297517e-27,-0.50935960591133
"2650","L-2-Aminobutyric Acid","PEP",3.34933761547319e-27,0.25320197044335
"2651","2-isoPropylmalic Acid","Ribose-5-P",3.37641142909994e-27,-0.459113300492611
"2652","Betaine","N-Ac-Alanine",3.42314752595441e-27,0.442364532019704
"2653","2-Hydroxyglutarate","L-Kynurenine",3.46436193190425e-27,0.227093596059113
"2654","Orotate","UMP",3.50255638654799e-27,0.587684729064039
"2655","N-Ac-Alanine","S-Adenosylmethionine (SAM)",3.52035164565103e-27,-0.398522167487685
"2656","Creatine","Methionine",3.52841818375208e-27,-0.333004926108374
"2657","Citrulline","Thiamine",3.55152164017936e-27,-0.161083743842365
"2658","UDP-Glucose","Xanthurenic Acid",3.6033726176986e-27,-0.378325123152709
"2659","Methionine","N6-Trimethyllysine",3.65046635809693e-27,0.338423645320197
"2660","Hypoxanthine","Xanthine",3.66627699415423e-27,0.761083743842364
"2661","Indole-2-Carboxylic Acid","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid",3.7666689997282e-27,-0.417241379310345
"2662","Glucosamine","Glycerol-3-P",3.79021763314912e-27,0.386699507389162
"2663","Deoxycarnitine","N6-Trimethyllysine",3.81303293895831e-27,0.445320197044335
"2664","1-Methylnicotinamide","G6P",3.84817947221288e-27,-0.441379310344828
"2665","Palmitic Acid","UDP-Glucose",3.85693607222481e-27,-0.46256157635468
"2666","2-Hydroxyisobutyrate/2-Hydroxybutyrate","o-Phosphoethanolamine",3.86183447602958e-27,-0.316748768472906
"2667","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Linoleic Acid",3.86351021800548e-27,-0.507389162561576
"2668","N-Ac-Arginine","UDP-GlcNAc",3.88561132238889e-27,0.420689655172414
"2669","Pyroglutamic Acid","Retinol",3.90237090098336e-27,0.401970443349754
"2670","Methionine","Proline",4.0214752283405e-27,-0.450738916256158
"2671","4-Pyridoxic Acid","Indole-2-Carboxylic Acid",4.17228043836659e-27,0.458620689655172
"2672","Margaric Acid","Succinate",4.31202739190758e-27,-0.441871921182266
"2673","Biopterin","Orotate",4.32581590706658e-27,-0.341871921182266
"2674","3-Aminoisobutyrate","Ribulose 5-Phosphate",4.32660800137165e-27,-0.367487684729064
"2675","Ornithine","Uracil",4.50141375697728e-27,-0.453694581280788
"2676","Aspartic Acid","NAD",4.68181200022531e-27,-0.423152709359606
"2677","2-Hydroxyphenylacetate","Leucine /D-Norleucine",4.81819401093492e-27,-0.254187192118227
"2678","Adipic Acid / 3-Methylglutaric Acid","o-Phosphoethanolamine",4.83800193647175e-27,-0.381773399014778
"2679","1/3-Methylhistidine","Creatine",5.12850130303363e-27,-0.41871921182266
"2680","2-Aminoisobutyric Acid","4-Pyridoxic Acid",5.15493117028669e-27,0.412807881773399
"2681","Urate","Xanthurenic Acid",5.1879446422042e-27,0.335960591133005
"2682","4-Guanidinobutanoate","gamma-Aminobutyrate",5.26384086573272e-27,0.348768472906404
"2683","N6-Trimethyllysine","SAH",5.27703276877765e-27,0.357142857142857
"2684","3-Hydroxyisovaleric Acid","Taurine",5.44306540952935e-27,0.383251231527094
"2685","Indole-3-Carboxylic Acid","Xanthurenic Acid",5.75565129850827e-27,0.345320197044335
"2686","3-(4-Hydroxyphenyl)Propionate","Ribulose 5-Phosphate",5.80457684365753e-27,-0.18423645320197
"2687","Glucosamine","Indole-2-Carboxylic Acid",5.81100620277833e-27,-0.294581280788177
"2688","3-(4-Hydroxyphenyl)Propionate","4-Guanidinobutanoate",5.83089584239299e-27,-0.499014778325123
"2689","3-Hydroxyisovaleric Acid","Creatine",5.90882478294868e-27,0.439408866995074
"2690","Allantoin","Nicotinic Acid",6.03075960081575e-27,0.408374384236453
"2691","Homocitrulline","Ribose-5-P",6.03775840348401e-27,0.499014778325123
"2692","3-Hydroxypropionic Acid","Reduced Glutathione",6.22377620468999e-27,-0.3935960591133
"2693","Anthranilic Acid","Choline",6.25818340231116e-27,0.317241379310345
"2694","Riboflavin","Ribulose 5-Phosphate",6.369594331431e-27,-0.354679802955665
"2695","Thiamine","Valine",6.54648036671054e-27,0.317733990147783
"2696","Indole-2-Carboxylic Acid","N6-Trimethyllysine",6.6629118881073e-27,-0.438916256157635
"2697","2-Hydroxyphenylacetate","Glucose",6.78845008046653e-27,-0.251724137931034
"2698","Glyceraldehyde","Sucrose",6.85556493540135e-27,-0.278325123152709
"2699","Glycerol-3-P","Retinol",6.95226159899698e-27,-0.538916256157635
"2700","Arginine","Homoarginine",7.38908806322585e-27,-0.173399014778325
"2701","Aspartic Acid","Sarcosine",7.55116233014874e-27,0.514285714285714
"2702","FAD","Tyrosine",7.55284713494867e-27,0.329064039408867
"2703","L-2-Aminobutyric Acid","Oxalacetate",7.66304212267045e-27,-0.33448275862069
"2704","3-Hydroxyisovaleric Acid","Leucine /D-Norleucine",7.81800234307676e-27,-0.363546798029557
"2705","Adenine","Adenosine",7.86806529110999e-27,0.734975369458128
"2706","Glycerol-3-P","Margaric Acid",7.92445071164058e-27,-0.338916256157635
"2707","Hypoxanthine","Proline",8.18958848862033e-27,-0.518226600985222
"2708","Allantoin","Erythrose-4-Phosphate",8.28754695734901e-27,-0.470935960591133
"2709","Alanine","Pipecolate",8.3302288821222e-27,0.370935960591133
"2710","N-AcetylGlycine","Pyroglutamic Acid",8.61367563214214e-27,0.342364532019704
"2711","Neopterin","Phenylalanine",8.66194799779203e-27,-0.349261083743842
"2712","Cadaverine","L-2-Aminobutyric Acid",8.75658588974467e-27,-0.345812807881773
"2713","1-Methyladenosine","S-Adenosylmethionine (SAM)",8.84303883733239e-27,-0.383743842364532
"2714","Leucine /D-Norleucine","n-Glycylproline",8.96840708575909e-27,0.360098522167488
"2715","N6-Acetyl-Lysine","Uridine",8.98338550904206e-27,0.346305418719212
"2716","Cadaverine","Cysteinyl-Glycine (Cys-Gly)",8.99852140533413e-27,-0.439901477832512
"2717","Citraconic Acid","Trigonelline",9.03506361158072e-27,0.545320197044335
"2718","gamma-Aminobutyrate","Glyceraldehyde",9.05971526433787e-27,0.46551724137931
"2719","Lactate","Margaric Acid",9.1301031198243e-27,-0.36256157635468
"2720","Cadaverine","G6P",9.41413563865843e-27,-0.438916256157635
"2721","Adenylosuccinate","Succinate",9.59191578241101e-27,-0.419704433497537
"2722","D-Leucic Acid","Imidazoleacetic Acid",9.66365792731891e-27,-0.191133004926108
"2723","Glycerol-3-P","S-Adenosylmethionine (SAM)",1.01714450595622e-26,0.412807881773399
"2724","3-(4-Hydroxyphenyl)Propionate","Glyceraldehyde",1.03658459792145e-26,-0.270443349753695
"2725","DCDP","Lactose/Trehalose",1.03725408227592e-26,0.413793103448276
"2726","Guanine","S-Adenosylmethionine (SAM)",1.04851367079929e-26,-0.326108374384236
"2727","Anthranilic Acid","Glutaric Acid",1.06613720032873e-26,0.354187192118227
"2728","3HBA","Inosine",1.07160237801753e-26,-0.164532019704433
"2729","Cytidine","SAH",1.07263748017086e-26,0.401477832512315
"2730","Pseudouridine","Taurine",1.07914816359747e-26,0.317241379310345
"2731","Creatine","UMP",1.09478820713463e-26,-0.454187192118227
"2732","Cystathionine","Ornithine",1.09626471074533e-26,-0.338916256157635
"2733","Glyceraldehyde","Xanthurenic Acid",1.09771199888216e-26,-0.332019704433497
"2734","Hypoxanthine","Oxidized Glutathione",1.10869112631175e-26,-0.583251231527093
"2735","2-Aminoisobutyric Acid","Arginine",1.11731888644762e-26,0.27487684729064
"2736","Glucosamine","Tyrosine",1.14134531115011e-26,-0.329064039408867
"2737","Aminolevulinate","N6-Acetyl-Lysine",1.14151501314901e-26,0.43448275862069
"2738","2-Aminoisobutyric Acid","Guanine",1.14407043430488e-26,0.429556650246305
"2739","2-Hydroxyisobutyrate/2-Hydroxybutyrate","N-AcetylGlycine",1.14478926245072e-26,0.359113300492611
"2740","Aspartic Acid","Pyruvate",1.15766038610182e-26,-0.561083743842364
"2741","Creatine","PEP",1.16960311566704e-26,-0.423152709359606
"2742","4-Pyridoxic Acid","Linolenic Acid",1.17045846758166e-26,0.485221674876847
"2743","3-Aminoisobutyrate","Indole-2-Carboxylic Acid",1.17127692301933e-26,0.316256157635468
"2744","4-Pyridoxic Acid","N-Ac-Alanine",1.18504422582646e-26,0.450246305418719
"2745","Lactate","Ribulose 5-Phosphate",1.19519863959528e-26,0.382758620689655
"2746","gamma-Aminobutyrate","N6-Acetyl-Lysine",1.21436663465208e-26,0.34384236453202
"2747","Glyceraldehyde","Uridine",1.22462405651906e-26,0.315763546798029
"2748","N6-Trimethyllysine","S-Methylcysteine",1.24835339983227e-26,-0.26256157635468
"2749","1/3-Methylhistidine","Taurine",1.27969871680761e-26,-0.415270935960591
"2750","Proline","Suberic Acid",1.28578948548888e-26,0.389655172413793
"2751","Ergocalciferol","n-Glycylproline",1.28606693530133e-26,-0.189655172413793
"2752","G6P","S-Adenosylmethionine (SAM)",1.33714304661052e-26,0.494581280788177
"2753","Homocitrulline","Riboflavin",1.33714304661052e-26,-0.433004926108374
"2754","Guanine","Hydrocinnamic Acid",1.33781748223675e-26,0.321182266009852
"2755","Glucose","N-Ac-Phenylalanine",1.37111509551994e-26,-0.276354679802956
"2756","Homoarginine","L-Kynurenine",1.39482827913132e-26,0.417733990147783
"2757","Citrulline","Histidine",1.44373591585429e-26,-0.401970443349754
"2758","5-Methylcytidine","N2,N2-Dimethylguanosine",1.48358487809411e-26,0.666502463054187
"2759","Cholecalciferol","Choline",1.60734846975345e-26,0.322660098522167
"2760","Adenosine","Carnitine",1.62262425037992e-26,-0.521182266009852
"2761","Alpha-Ketoglutaric Acid","Methionine",1.63745398816267e-26,0.25615763546798
"2762","Glutaric Acid","o-Phosphoethanolamine",1.69773828783501e-26,-0.456650246305419
