"","rowname","colname","p_F","R_F"
"2314","4-Pyridoxic Acid","Reduced Glutathione",1.16548008840679e-25,0.370935960591133
"2315","Arginine","Phenylacetic Acid",1.1715476677334e-25,0.435960591133005
"2316","Citraconic Acid","Urate",1.17605322129443e-25,0.302955665024631
"2317","5,6-Dihydrouracil","NAD",1.19047780155258e-25,0.388669950738916
"2318","Adipic Acid / 3-Methylglutaric Acid","Ornithine",1.19792424516758e-25,0.457142857142857
"2319","isoValeric Acid /3-Oxobutanoic Acid/4-Oxobutanoic Acid","Linolenic Acid",1.21646944529516e-25,-0.563054187192118
"2320","Adenosine","Phosphorylcholine",1.2203503452825e-25,-0.217733990147783
"2321","Myristic Acid","N-Acetyl-Aspartate (NAA)",1.25469091696117e-25,-0.273891625615764
"2322","2-Aminoisobutyric Acid","Spermidine",1.29437323748606e-25,0.430541871921182
"2323","5'-Methylthioadenosine","Carnosine",1.3065918449874e-25,0.340394088669951
"2324","Spermidine","Xanthurenic Acid",1.31617078501359e-25,0.214778325123153
"2325","Adipic Acid / 3-Methylglutaric Acid","NAD",1.32359213250524e-25,-0.362068965517241
"2326","3-Hydroxyisovaleric Acid","Suberic Acid",1.32865449779944e-25,0.451724137931034
"2327","Choline","Xanthurenic Acid",1.37471761317181e-25,-0.381773399014778
"2328","G1P/F1P/F6P","Uridine",1.37572527680005e-25,0.559605911330049
"2329","7-Methylguanine","Suberic Acid",1.3896822140669e-25,-0.430541871921182
"2330","Alpha-Ketoglutaric Acid","N-Ac-L-Glutamine",1.40840860771636e-25,0.353694581280788
"2331","2'-Deoxycytidine","Citraconic Acid",1.40982865801548e-25,-0.333004926108374
"2332","5,6-Dihydrouracil","gamma-Aminobutyrate",1.44041241081617e-25,0.377832512315271
"2333","Argininosuccinate","Sorbitol",1.44099540982603e-25,-0.287684729064039
"2334","4-Pyridoxic Acid","Asparagine",1.46787478359718e-25,0.287684729064039
"2335","Pipecolate","Uracil",1.48668746953832e-25,0.386699507389162
"2336","Creatine","Glycine",1.4926057234074e-25,0.417733990147783
"2337","Citraconic Acid","N-Ac-Alanine",1.50374422196527e-25,-0.47192118226601
"2338","Homoarginine","S-Adenosylmethionine (SAM)",1.51163466542539e-25,0.316748768472906
"2339","iso-Leucine /allo-isoLeucine","Xanthine",1.51542751007076e-25,0.533990147783251
"2340","5'-Methylthioadenosine","Cystine",1.5196881929602e-25,-0.284729064039409
"2341","Phenylalanine","Spermidine",1.53438767897815e-25,0.224137931034483
"2342","Alpha-Ketoglutaric Acid","Phosphoserine",1.53748155141315e-25,0.241871921182266
"2343","Acetylcholine","Cysteinyl-Glycine (Cys-Gly)",1.55377091698597e-25,0.338916256157635
"2344","Ergocalciferol","Glucosamine",1.68368127869113e-25,-0.370935960591133
"2345","3-Hydroxyisovaleric Acid","Acetylcholine",1.70118297317838e-25,-0.268965517241379
"2346","Carnosine","Myristic Acid",1.70872885285062e-25,0.231527093596059
"2347","Cadaverine","Phenylalanine",1.79377260633004e-25,-0.441379310344828
"2348","Dimethylarginine (A/SDMA)","N-Acetyl-Aspartate (NAA)",1.82985509981524e-25,-0.336945812807882
"2349","6-Methyladenosine","Glyceraldehyde",1.83759230342586e-25,-0.372906403940887
"2350","Hydrocinnamic Acid","PEP",1.83829253584072e-25,-0.395073891625616
"2351","3HBA","Retinol",1.87292219103557e-25,0.257142857142857
"2352","2'-Deoxycytidine","3-Aminoisobutyrate",1.91984623916321e-25,0.252216748768473
"2353","Cadaverine","Kynurenic Acid",1.93528350572131e-25,-0.400985221674877
"2354","N-Acetyl-Aspartate (NAA)","Retinol",1.94753959002077e-25,0.13743842364532
"2355","3-Methyl-3-Hydroxyglutaric Acid","Phenylalanine",1.97761065784519e-25,0.256650246305419
"2356","Citrulline","Xanthine",2.04266320993916e-25,0.410344827586207
"2357","2-Aminoisobutyric Acid","Arabitol/Xylitol",2.04984387586865e-25,0.355665024630542
"2358","Arabitol/Xylitol","N-AcetylGlycine",2.08785967570113e-25,-0.339901477832512
"2359","1-Methylnicotinamide","3-Hydroxyisovaleric Acid",2.17974219875249e-25,0.506403940886699
"2360","Carnitine","Succinylcarnitine",2.24669799905948e-25,0.363546798029557
"2361","DHAP/D-GA3P","gamma-Aminobutyrate",2.2598018911666e-25,-0.380788177339901
"2362","Aspartic Acid","Phenylacetic Acid",2.29431840721674e-25,0.399014778325123
"2363","Agmatine","n-Glycylproline",2.31787118336456e-25,0.282266009852217
"2364","Dimethylglycine","Tryptophan",2.32039729685177e-25,0.305911330049261
"2365","D-Leucic Acid","Sucrose",2.32946368379417e-25,0.282266009852217
"2366","Glutaric Acid","Pipecolate",2.36899527244392e-25,-0.511822660098522
"2367","n-Glycylproline","Trigonelline",2.427873016094e-25,-0.375862068965517
"2368","Cholecalciferol","Tryptophan",2.44518320160072e-25,-0.273399014778325
"2369","Azelaic Acid","Dimethylarginine (A/SDMA)",2.44552409594071e-25,-0.389162561576355
"2370","cGMP","Uridine",2.45031388839992e-25,0.470443349753694
"2371","Hypoxanthine","SAH",2.45031388839992e-25,-0.415763546798029
"2372","Azelaic Acid","UDP-GlcNAc",2.4805767671282e-25,-0.438916256157635
"2373","Retinol","Sucrose",2.49294067893433e-25,0.165024630541872
"2374","Ergocalciferol","Glyceraldehyde",2.49497583753733e-25,-0.411822660098522
"2375","Cholecalciferol","Succinate",2.54278988116153e-25,0.369458128078818
"2376","N-Ac-Alanine","N2,N2-Dimethylguanosine",2.56264169347899e-25,0.305911330049261
"2377","Aspartic Acid","Succinate",2.62152820358092e-25,0.460098522167488
"2378","3-Hydroxyisovaleric Acid","Phenylalanine",2.63872094194963e-25,-0.296059113300493
"2379","2-Hydroxyphenylacetate","Myristic Acid",2.64249882216759e-25,-0.366995073891626
"2380","Aspartic Acid","Inosine",2.64324421971765e-25,0.417241379310345
"2381","Histamine","Succinate",2.64777365737268e-25,0.335467980295566
"2382","1-Methyladenosine","Pyridoxamine",2.65248476652594e-25,0.591625615763547
"2383","5'-Methylthioadenosine","Phenylalanine",2.66888241159937e-25,0.391625615763547
"2384","Cysteinyl-Glycine (Cys-Gly)","Margaric Acid",2.66888241159937e-25,-0.33448275862069
"2385","Adenosine","Cystine",2.66897725611898e-25,0.30935960591133
"2386","Argininosuccinate","Inosine",2.86502445631969e-25,-0.338916256157635
"2387","Arginine","Choline",2.91672805966185e-25,0.395566502463054
"2388","Glucosamine","Phosphotyrosine",2.94863965300215e-25,0.245812807881773
"2389","ADP","Myristic Acid",2.9620618090622e-25,0.347290640394089
"2390","Cystathionine","Pyridoxamine",3.05458344185633e-25,-0.465024630541872
"2391","3-(4-Hydroxyphenyl)Propionate","Oxalacetate",3.07732932713321e-25,0.48423645320197
"2392","AMP","Aspartic Acid",3.08472577301029e-25,-0.48423645320197
"2393","Ornithine","Phosphotyrosine",3.10094161316928e-25,-0.405911330049261
"2394","3-(4-Hydroxyphenyl)Propionate","Cadaverine",3.11607156608055e-25,0.463054187192118
"2395","Adipic Acid / 3-Methylglutaric Acid","Phosphoserine",3.13254505699487e-25,-0.329556650246305
"2396","3HBA","Urate",3.2376071990423e-25,0.304926108374384
"2397","o-Phosphoethanolamine","Urate",3.2435628179509e-25,-0.383251231527094
"2398","N-Acetyl-Aspartate (NAA)","Phosphoserine",3.2573339216322e-25,-0.291625615763547
"2399","Cystine","Linolenic Acid",3.39195278332823e-25,-0.441871921182266
"2400","Alpha-Ketoglutaric Acid","Tryptophan",3.39629717932806e-25,0.197536945812808
"2401","Azelaic Acid","Glyceraldehyde",3.56496928360167e-25,-0.338916256157635
"2402","Betaine","Tryptophan",3.65799777409133e-25,-0.189655172413793
"2403","Cadaverine","SAH",3.73800678086372e-25,-0.481773399014778
"2404","Choline","Indole-2-Carboxylic Acid",3.74391769849495e-25,0.534975369458128
"2405","Kynurenic Acid","Xanthurenic Acid",3.7729641144179e-25,0.416748768472906
"2406","3-Aminoisobutyrate","Hypotaurine",3.82312451971561e-25,0.413793103448276
"2407","Glucosamine","Hypoxanthine",3.90056684910967e-25,-0.329556650246305
"2408","o-Phosphoethanolamine","UDP-GlcNAc",3.90056684910967e-25,0.514778325123153
"2409","Aminolevulinate","L-2-Aminobutyric Acid",3.90818996237063e-25,0.423152709359606
"2410","2-Aminoadipate","Adipic Acid / 3-Methylglutaric Acid",3.91163465508326e-25,-0.312315270935961
"2411","Pipecolate","SAH",3.92700518089677e-25,0.444827586206896
"2412","Glutaric Acid","Phosphorylcholine",3.94010981135164e-25,-0.419704433497537
"2413","4-Pyridoxic Acid","Xanthurenic Acid",3.95173186925625e-25,0.299507389162562
"2414","Asparagine","Succinate",4.17648234674887e-25,-0.283251231527094
"2415","Pipecolate","Threonine",4.20568293649755e-25,0.375369458128079
"2416","Glutaric Acid","N2,N2-Dimethylguanosine",4.22332214735714e-25,-0.278817733990148
"2417","3-(4-Hydroxyphenyl)Propionate","G1P/F1P/F6P",4.36572679202098e-25,-0.441871921182266
"2418","Dimethylarginine (A/SDMA)","Sucrose",4.37427424244246e-25,-0.335467980295566
"2419","2'-Deoxycytidine","Cholesteryl Sulfate",4.42307041369656e-25,-0.165024630541872
"2420","Lactate","Ribulose 5-Phosphate",4.46256586314406e-25,0.349261083743842
"2421","ADP","Homoarginine",4.62341371680953e-25,0.180788177339901
"2422","Maleic Acid","N-Ac-L-Glutamine",4.66845504080534e-25,-0.484729064039409
"2423","NAD","Xanthine",4.78975214378987e-25,-0.432512315270936
"2424","Glutaric Acid","Phenylalanine",4.85259170181644e-25,-0.365024630541872
"2425","Acetylcholine","ADP",4.86522293487883e-25,0.277832512315271
"2426","Dimethylglycine","Leucine /D-Norleucine",5.00772043215896e-25,0.346305418719212
"2427","3-Aminoisobutyrate","Succinylcarnitine",5.0999052749527e-25,0.34384236453202
"2428","Adenine","Phosphoserine",5.10126560667908e-25,-0.248768472906404
"2429","DHAP/D-GA3P","Hypotaurine",5.35881898789671e-25,-0.331527093596059
"2430","Margaric Acid","Reduced Glutathione",5.37591020579382e-25,-0.230049261083744
"2431","3-Methyl-3-Hydroxyglutaric Acid","N-AcetylGlycine",5.58770172029158e-25,-0.326108374384236
"2432","Adipic Acid / 3-Methylglutaric Acid","Phosphorylcholine",5.58770172029158e-25,-0.338423645320197
"2433","Carnitine","GMP",5.60004007270027e-25,0.369950738916256
"2434","D-Leucic Acid","Pyroglutamic Acid",5.68328656331222e-25,-0.523152709359606
"2435","2-isoPropylmalic Acid","Citrulline",5.82145360359596e-25,0.349753694581281
"2436","5'-Methylthioadenosine","NAD",5.91788618052776e-25,0.259113300492611
"2437","Dimethylarginine (A/SDMA)","N-AcetylGlycine",5.9188330237067e-25,-0.460098522167488
"2438","Glucosamine","Retinol",6.30874977082305e-25,-0.288177339901478
"2439","Phosphotyrosine","Sorbitol",6.45531614025482e-25,-0.247290640394089
"2440","3HBA","Sedoheptulose 7-Phosphate",6.54653660332617e-25,-0.38128078817734
"2441","Linoleic Acid","Ribose-5-P",6.65461484235128e-25,-0.544334975369458
"2442","Erythrose-4-Phosphate","Taurine",6.71246945064734e-25,-0.488177339901478
"2443","3HBA","Adenine",6.83184563468966e-25,0.383743842364532
"2444","Retinol","Sedoheptulose 7-Phosphate",6.93051892734722e-25,-0.45615763546798
"2445","Phosphorylcholine","Pipecolate",6.99479443017281e-25,0.340886699507389
"2446","DHAP/D-GA3P","Homocitrulline",7.02630224893204e-25,0.610837438423645
"2447","Methionine","SAH",7.12174165543288e-25,0.456650246305419
"2448","Spermidine","Uridine",7.20189060368547e-25,0.422167487684729
"2449","Cholesteryl Sulfate","Trigonelline",7.26511020420302e-25,0.235960591133005
"2450","Glucosamine","Sucrose",7.45233176355785e-25,-0.334975369458128
"2451","Acetylcholine","NAD",7.47020390009316e-25,0.258620689655172
"2452","AMP","Serine",7.52519863894091e-25,-0.411330049261084
"2453","Aspartic Acid","Phosphoserine",7.54003438948844e-25,-0.326600985221675
"2454","3-Aminoisobutyrate","Phosphoserine",7.62370098762266e-25,0.26256157635468
"2455","Carnosine","Linolenic Acid",7.82592614356104e-25,0.380788177339901
"2456","Succinylcarnitine","Tryptophan",7.92657657893148e-25,0.414778325123153
"2457","G6P","iso-Leucine /allo-isoLeucine",7.94486202303619e-25,-0.441379310344828
"2458","5,6-Dihydrouracil","Hydrocinnamic Acid",8.44426651839952e-25,-0.382266009852217
"2459","Azelaic Acid","Pyroglutamic Acid",8.49962218041068e-25,-0.427586206896552
"2460","Cysteinyl-Glycine (Cys-Gly)","Glutaric Acid",8.50421473577597e-25,-0.382266009852217
"2461","Agmatine","UDP-GlcNAc",8.61288474785729e-25,0.33448275862069
"2462","4-Pyridoxic Acid","Inosine",8.84849722442471e-25,-0.367487684729064
"2463","Phosphorylcholine","Ribulose 5-Phosphate",8.92915280051903e-25,-0.424137931034483
"2464","Cholecalciferol","Inosine",8.9529785531477e-25,0.370443349753695
"2465","Betaine","Myristic Acid",8.96980794338993e-25,-0.316256157635468
"2466","Cholesteryl Sulfate","Citraconic Acid",9.00442995725856e-25,0.409852216748768
"2467","4-Pyridoxic Acid","UDP-GlcNAc",9.09443959941199e-25,0.39064039408867
"2468","N2,N2-Dimethylguanosine","Spermidine",9.18771830585124e-25,0.328571428571429
"2469","D-Leucic Acid","S-Adenosylmethionine (SAM)",9.51917060776133e-25,-0.300492610837438
"2470","3-Methyl-3-Hydroxyglutaric Acid","Retinol",9.59524062146215e-25,-0.242364532019704
"2471","Dimethylarginine (A/SDMA)","Glutaric Acid",9.70079632628164e-25,-0.301477832512315
"2472","cAMP","SAH",9.8224228614878e-25,0.376354679802956
"2473","4-Guanidinobutanoate","Linolenic Acid",9.93536170607941e-25,-0.413300492610837
"2474","Glycine","N-AcetylGlycine",1.03435662753393e-24,0.602463054187192
"2475","Cystathionine","Sorbitol",1.04642929073656e-24,-0.416748768472906
"2476","Hydrocinnamic Acid","Phenylalanine",1.0645620233552e-24,-0.241871921182266
"2477","2'-Deoxycytidine","IMP",1.07074153485509e-24,0.304433497536946
"2478","GMP","N-AcetylGlycine",1.07365897780613e-24,-0.366995073891626
"2479","Adenosine","Creatine",1.11844526484076e-24,0.192610837438424
"2480","Ethanolamine","Spermidine",1.12411536161183e-24,-0.33743842364532
"2481","Suberic Acid","UDP-GlcNAc",1.13891781935812e-24,-0.428571428571428
"2482","Choline","Uracil",1.13957042692306e-24,-0.401970443349754
"2483","3-Methyl-3-Hydroxyglutaric Acid","Phosphorylcholine",1.16381614573397e-24,0.260591133004926
"2484","Phenylacetic Acid","Pyruvate",1.21918915513593e-24,-0.359605911330049
"2485","D-Leucic Acid","N2,N2-Dimethylguanosine",1.22136029223678e-24,-0.273891625615764
"2486","Alpha-Ketoglutaric Acid","Phenylacetic Acid",1.2293316740207e-24,-0.386699507389162
"2487","Adenine","Retinol",1.23827904774541e-24,0.247783251231527
"2488","Phosphoserine","Suberic Acid",1.29551616147877e-24,-0.31871921182266
"2489","Hydrocinnamic Acid","N-AcetylGlycine",1.30619850209228e-24,0.31871921182266
"2490","2-Aminoisobutyric Acid","GMP",1.31793998044268e-24,0.35320197044335
"2491","o-Phosphoethanolamine","S-Adenosylmethionine (SAM)",1.32736718162029e-24,0.436945812807882
"2492","Phosphotyrosine","Xanthurenic Acid",1.32898234850921e-24,0.225615763546798
"2493","Adenine","Cystathionine",1.34528556442364e-24,-0.166009852216749
"2494","4-Pyridoxic Acid","NAD",1.36173435667131e-24,0.221674876847291
"2495","2-Hydroxyphenylacetate","Phenylalanine",1.37241283142775e-24,-0.330049261083744
"2496","3-(4-Hydroxyphenyl)Propionate","Kynurenic Acid",1.37877900140579e-24,-0.3
"2497","Asparagine","Dimethylglycine",1.38228893216751e-24,0.396551724137931
"2498","Adenine","Tryptophan",1.41523399660597e-24,-0.449261083743842
"2499","N2,N2-Dimethylguanosine","Phosphorylcholine",1.41523399660597e-24,0.401970443349754
"2500","Adenylosuccinate","Taurine",1.49867230194868e-24,0.519704433497537
"2501","4-Pyridoxic Acid","Phosphorylcholine",1.52928509229887e-24,0.258128078817734
"2502","Creatine","Ornithine",1.53284244396919e-24,0.408866995073892
"2503","N-Ac-L-Glutamine","Succinylcarnitine",1.54497020760618e-24,0.335960591133005
"2504","Azelaic Acid","cGMP",1.64107414356739e-24,-0.422660098522167
"2505","2-Aminoadipate","ADP",1.65690964883199e-24,0.43448275862069
"2506","3-Aminoisobutyrate","Histamine",1.67713900484347e-24,-0.312315270935961
"2507","IMP","n-Glycylproline",1.67713900484347e-24,0.200492610837438
"2508","Carnitine","Trigonelline",1.68132373075878e-24,-0.266009852216749
"2509","Threonine","Uracil",1.70180462243498e-24,0.515270935960591
"2510","Adenosine","Succinate",1.7086749221574e-24,0.268965517241379
"2511","Ethanolamine","Ribose-5-P",1.72887112179055e-24,-0.335960591133005
"2512","Adenylosuccinate","Myristic Acid",1.73464641153216e-24,0.441379310344828
"2513","Linolenic Acid","Pyroglutamic Acid",1.73464641153216e-24,0.418226600985222
"2514","5'-Methylthioadenosine","S-Adenosylmethionine (SAM)",1.74268843419073e-24,0.352216748768473
"2515","Adipic Acid / 3-Methylglutaric Acid","Glyceraldehyde",1.75511251384696e-24,-0.391133004926108
"2516","Cystine","Margaric Acid",1.82947428013587e-24,0.291625615763547
"2517","Maleic Acid","Tryptophan",1.84001647545357e-24,-0.304433497536946
"2518","3-Methyl-3-Hydroxyglutaric Acid","Cholesteryl Sulfate",1.88454381878429e-24,-0.242857142857143
"2519","Arabitol/Xylitol","N-Ac-Alanine",1.89648897380213e-24,0.277339901477832
"2520","3HBA","S-Adenosylmethionine (SAM)",1.90722870056264e-24,-0.259605911330049
"2521","3-(4-Hydroxyphenyl)Propionate","Suberic Acid",1.92814624931715e-24,0.317241379310345
"2522","Choline","Dimethylarginine (A/SDMA)",1.97642956703484e-24,-0.411822660098522
"2523","SAH","Trigonelline",1.99906934224224e-24,-0.457142857142857
"2524","Maleic Acid","Urate",2.0631742314444e-24,0.339901477832512
"2525","4-Pyridoxic Acid","Dimethylglycine",2.0721482630785e-24,0.364039408866995
"2526","Azelaic Acid","S-Adenosylmethionine (SAM)",2.0721482630785e-24,-0.433004926108374
"2527","Cysteinyl-Glycine (Cys-Gly)","Glucosamine",2.0721482630785e-24,0.276354679802956
"2528","3-(4-Hydroxyphenyl)Propionate","Azelaic Acid",2.09489384315738e-24,0.315270935960591
"2529","Argininosuccinate","N-Ac-Alanine",2.09489384315738e-24,0.391133004926108
"2530","N-AcetylGlycine","NADH",2.11269344883525e-24,-0.439408866995074
"2531","Creatine","Xanthosine",2.15270234587728e-24,-0.25320197044335
"2532","5'-Methylthioadenosine","Maleic Acid",2.17630048725098e-24,-0.205911330049261
"2533","cGMP","G6P",2.1992532231835e-24,0.50295566502463
"2534","5,6-Dihydrouracil","7-Methylguanine",2.20328688893368e-24,0.317241379310345
"2535","IMP","Sorbitol",2.23481230130861e-24,-0.308374384236453
"2536","Carnosine","cGMP",2.31395050920837e-24,0.470443349753694
"2537","Agmatine","Inosine",2.31534245646247e-24,-0.355665024630542
"2538","ADP","Glycine",2.34844716475704e-24,-0.439901477832512
"2539","Aspartic Acid","Dimethylarginine (A/SDMA)",2.3608716808361e-24,-0.329556650246305
"2540","cAMP","Carnosine",2.38948484824103e-24,0.470935960591133
"2541","7-Methylguanine","Dimethylglycine",2.39219223906823e-24,0.398029556650246
"2542","Azelaic Acid","Ornithine",2.40268268260961e-24,0.415763546798029
"2543","o-Phosphoethanolamine","SAH",2.42527732609241e-24,0.341379310344828
"2544","Erythrose-4-Phosphate","Indole-2-Carboxylic Acid",2.45973100849444e-24,-0.459605911330049
"2545","Cystathionine","n-Glycylproline",2.46567158699489e-24,0.310344827586207
"2546","Myristic Acid","Spermidine",2.46964553999543e-24,0.29064039408867
"2547","Pyruvate","Xanthurenic Acid",2.53444503780859e-24,0.295566502463054
"2548","Adenosine","AMP",2.55318642296792e-24,-0.278817733990148
"2549","N-AcetylGlycine","Ornithine",2.5555999739433e-24,0.394581280788177
"2550","5,6-Dihydrouracil","Carnosine",2.60166621038366e-24,0.205911330049261
