"","rowname","colname","p_M_all","R_M_all"
"340","N-AcetylGlycine","PEP",2.51510087312327e-73,-0.641505297771283
"341","Cadaverine","Glucose",2.71984317680406e-73,-0.618925831202046
"342","Biopterin","Cadaverine",2.86645451733672e-73,0.628681037632444
"343","Choline","Pyridoxamine",3.42972103708443e-73,0.604092071611253
"344","Palmitic Acid","Retinol",3.4898609965992e-73,0.58772378516624
"345","Indole-3-Carboxylic Acid","Taurine",3.61709238833803e-73,0.64567044208988
"346","Alanine","Glycerol-3-P",4.42379911589412e-73,-0.599451954694922
"347","3-Hydroxyisovaleric Acid","Pyridoxamine",5.12859964124657e-73,0.620460358056266
"348","Hydrocinnamic Acid","N-AcetylGlycine",5.30513383169388e-73,0.555681402995981
"349","Biopterin","Indole-3-Carboxylic Acid",5.54566262544122e-73,0.605663134819145
"350","1/3-Methylhistidine","Citraconic Acid",7.66198684333057e-73,-0.554256485202777
"351","Thiamine","Tryptophan",9.28729396252071e-73,0.475922542930216
"352","Succinylcarnitine","UDP-GlcNAc",1.05494496253815e-72,0.555169894044575
"353","Arginine","Biopterin",1.18170849649436e-72,0.604567044208988
"354","Azelaic Acid","Tryptophan",1.26745673108042e-72,-0.559261965655828
"355","1-Methylnicotinamide","Glyceraldehyde",1.34814175444168e-72,-0.634234563390574
"356","Betaine","Glycerophosphocholine",1.54942551501569e-72,-0.62035074899525
"357","Creatine","Glutaric Acid",1.54942551501569e-72,0.654073803434417
"358","PEP","Urate",1.55474294876907e-72,-0.669126781147242
"359","Glutaric Acid","Succinylcarnitine",1.69907653640517e-72,-0.552356594811838
"360","2-Hydroxyglutarate","Glyceraldehyde",1.72285856487838e-72,0.548154914139569
"361","Glyceraldehyde","Oxalacetate",2.21679472029066e-72,-0.616624040920716
"362","Choline","Urate",2.35845685723857e-72,0.697369382535623
"363","2-Hydroxyglutarate","Pyridoxamine",4.12894931011669e-72,-0.575922542930216
"364","Adipic Acid / 3-Methylglutaric Acid","D-Leucic Acid",5.35382927534771e-72,0.578626233101937
"365","Glucosamine","SAH",5.42847932168504e-72,0.613080014614542
"366","Glucose","Hydrocinnamic Acid",6.85322468404057e-72,-0.535732553891122
"367","Maleic Acid","Suberic Acid",8.43907672112713e-72,0.620862257946657
"368","Azelaic Acid","Retinol",8.70306784241673e-72,0.668249908659116
"369","3-Hydroxyisovaleric Acid","Urate",1.07361077077241e-71,0.661381074168798
"370","Cystathionine","Retinol",1.43203871640511e-71,-0.627913774205334
"371","Methionine","SAH",1.83644195846261e-71,0.610084033613445
"372","n-Glycylproline","S-Adenosylmethionine (SAM)",1.94072408226192e-71,0.598392400438436
"373","Cystathionine","Glutaric Acid",2.09910411905104e-71,-0.600913408841798
"374","Biopterin","Oxalacetate",2.30215217195684e-71,0.586298867373036
"375","2-Hydroxyphenylacetate","Cadaverine",2.33742694994967e-71,0.61362805991962
"376","3HBA","Hydrocinnamic Acid",2.6848004287236e-71,0.583010595542565
"377","PEP","Succinylcarnitine",2.89884798187987e-71,0.481549141395689
"378","3-(4-Hydroxyphenyl)Propionate","PEP",3.33102759384608e-71,-0.562477164778955
"379","2-Hydroxyglutarate","Retinol",3.72572563523142e-71,-0.523164048227987
"380","N-AcetylGlycine","Suberic Acid",4.16012756587527e-71,0.660138838143953
"381","1-Methylnicotinamide","Biopterin",5.57466649221957e-71,0.615016441359152
"382","Adipic Acid / 3-Methylglutaric Acid","Maleic Acid",5.72566960297347e-71,0.608147606868835
"383","2-Hydroxyglutarate","PEP",6.01293561732688e-71,0.551735476799415
"384","Cadaverine","Methionine",6.48698399728281e-71,-0.569711362805992
"385","Phenylacetic Acid","UDP-GlcNAc",9.8499572986866e-71,-0.627402265253928
"386","Glutaric Acid","PEP",1.09601370453938e-70,-0.71439532334673
"387","Arginine","Glucose",1.20283000035149e-70,-0.571611253196931
"388","Biopterin","Glycerophosphocholine",1.31734998264978e-70,-0.545414687614176
"389","2-Hydroxyglutarate","S-Adenosylmethionine (SAM)",1.50529722897094e-70,0.610193642674461
"390","Glycerophosphocholine","Oxalacetate",1.53799078559784e-70,-0.616514431859701
"391","Methionine","Phenylalanine",1.76112277453614e-70,0.537522835221045
"392","Cystathionine","SAH",1.88156739579842e-70,0.599378881987578
"393","Azelaic Acid","Betaine",2.21790821374251e-70,0.629959810010961
"394","1-Methylnicotinamide","Glucose",2.34642367519897e-70,-0.600840336134454
"395","Adipic Acid / 3-Methylglutaric Acid","Tryptophan",3.08245602119655e-70,-0.560431128973328
"396","D-Leucic Acid","Maleic Acid",3.72125038939675e-70,0.540957252466204
"397","N-AcetylGlycine","S-Adenosylmethionine (SAM)",4.10170587033206e-70,-0.566824990865912
"398","D-Leucic Acid","S-Adenosylmethionine (SAM)",4.15753287613427e-70,-0.603142126415784
"399","2-Hydroxyphenylacetate","D-Leucic Acid",4.48464646330391e-70,0.570332480818414
"400","Homocitrulline","Palmitic Acid",5.24676047285925e-70,-0.592911947387651
"401","PEP","Pyridoxamine",6.96231974089534e-70,-0.594300328827183
"402","Glyceraldehyde","Retinol",7.05828695890411e-70,-0.547387650712459
"403","Phenylacetic Acid","Succinylcarnitine",7.49963917455154e-70,-0.453270003653635
"404","Ergocalciferol","UDP-GlcNAc",7.78642067116513e-70,-0.480854950675923
"405","3HBA","Phenylacetic Acid",7.81309516982525e-70,0.599890390938984
"406","n-Glycylproline","Tryptophan",7.81309516982525e-70,0.510814760686883
"407","S-Adenosylmethionine (SAM)","Tryptophan",1.14299064826026e-69,0.573036170990135
"408","Glyceraldehyde","Maleic Acid",1.23597022162689e-69,-0.582499086591158
"409","Glucose","Oxalacetate",1.32012246114206e-69,-0.588892948483741
"410","Adipic Acid / 3-Methylglutaric Acid","N-AcetylGlycine",1.42625539797084e-69,0.670953598830837
"411","Suberic Acid","Tryptophan",1.60646889663774e-69,-0.551297040555353
"412","Methionine","S-Adenosylmethionine (SAM)",1.74363259853203e-69,0.575118743149434
"413","Adipic Acid / 3-Methylglutaric Acid","Cholecalciferol",1.79853211612925e-69,0.61669711362806
"414","Azelaic Acid","Cholecalciferol",1.83730181524832e-69,0.595944464742419
"415","Biopterin","Palmitic Acid",1.84281781913779e-69,0.547351114358787
"416","Glutaric Acid","Phenylacetic Acid",1.9194904882867e-69,0.613920350748995
"417","Alanine","Indole-3-Carboxylic Acid",2.26631852283672e-69,0.566642309097552
"418","1-Methyladenosine","Urate",2.28532454319758e-69,0.696236755571794
"419","1-Methylnicotinamide","Glycerophosphocholine",2.65057786890651e-69,-0.625283156740957
"420","Palmitic Acid","S-Adenosylmethionine (SAM)",2.66182753536975e-69,-0.68118377785897
"421","Pyridoxamine","UDP-GlcNAc",2.66260732449311e-69,-0.556156375593716
"422","N6-Acetyl-Lysine","Palmitic Acid",2.89939704210489e-69,-0.561563755937158
"423","1-Methylnicotinamide","N6-Acetyl-Lysine",3.76602854807793e-69,-0.573036170990135
"424","Cholecalciferol","Suberic Acid",3.98296608033643e-69,0.599890390938984
"425","Methionine","Retinol",5.98676672206625e-69,-0.559773474607234
"426","Adipic Acid / 3-Methylglutaric Acid","Betaine",6.84703587687772e-69,0.690171720862258
"427","Choline","N-AcetylGlycine",6.96052110687701e-69,0.568578735842163
"428","n-Glycylproline","Suberic Acid",9.10181486359547e-69,-0.599269272926562
"429","Glycerophosphocholine","SAH",9.76493773815136e-69,0.601169163317501
"430","Cystathionine","Maleic Acid",1.29500575577193e-68,-0.548812568505663
"431","Glucose","Urate",1.42711411464644e-68,-0.529923273657289
"432","Methionine","Oxalacetate",1.44569104193466e-68,-0.545158933138473
"433","1/3-Methylhistidine","Palmitic Acid",1.49786373091249e-68,-0.605516989404458
"434","3HBA","Retinol",1.73963410799804e-68,0.505042016806723
"435","Glucose","S-Adenosylmethionine (SAM)",1.87875136399653e-68,0.5681402995981
"436","Azelaic Acid","Cystathionine",3.43399485961104e-68,-0.600913408841798
"437","Maleic Acid","N-AcetylGlycine",3.61219560760346e-68,0.500073072707344
"438","1-Methylnicotinamide","2-Hydroxyphenylacetate",4.13840584942724e-68,0.613847278041652
"439","3-(4-Hydroxyphenyl)Propionate","Phenylacetic Acid",5.06889798420249e-68,0.617245158933139
"440","Homocitrulline","Oxalacetate",5.64355897849581e-68,-0.674497625137012
"441","2-Hydroxyphenylacetate","3HBA",1.01482871708432e-67,0.567080745341615
"442","2-Hydroxyphenylacetate","Succinylcarnitine",1.20754204457014e-67,-0.451698940445744
"443","Indole-3-Carboxylic Acid","Palmitic Acid",1.20754204457014e-67,0.65699671172817
"444","Glutaric Acid","Glyceraldehyde",1.42380997983179e-67,-0.613226160029229
"445","DHAP/D-GA3P","FAD",1.47286694141307e-67,-0.576470588235294
"446","Azelaic Acid","SAH",1.69398005503474e-67,-0.624296675191816
"447","Betaine","Glucosamine",1.80251360144919e-67,-0.549397150164414
"448","Cadaverine","N6-Acetyl-Lysine",1.95098449336128e-67,-0.540189989039094
"449","5,6-Dihydrouracil","Agmatine",2.00178342013489e-67,0.76448666423091
"450","Ergocalciferol","Glyceraldehyde",2.1740878520683e-67,-0.49481183777859
"451","Ergocalciferol","Phenylacetic Acid",2.49882586155561e-67,0.391523565948118
"452","Betaine","Suberic Acid",3.02284177989497e-67,0.671172816952868
"453","3-Hydroxyisovaleric Acid","N-AcetylGlycine",3.05834591133413e-67,0.543807088052612
"454","Adipic Acid / 3-Methylglutaric Acid","Retinol",3.11384053171609e-67,0.668761417610523
"455","3HBA","Betaine",3.76289306002914e-67,0.548995250274023
"456","Adipic Acid / 3-Methylglutaric Acid","Cystathionine",4.09671400334989e-67,-0.591815856777494
"457","Betaine","N-AcetylGlycine",4.61196025155372e-67,0.541943734015345
"458","Alanine","N-Ac-Alanine",4.69308138548773e-67,0.584033613445378
"459","Homocitrulline","PEP",4.83594833057166e-67,0.663682864450128
"460","Cholecalciferol","Maleic Acid",6.14008156561452e-67,0.577383997077092
"461","Alanine","Homocitrulline",6.82614925638022e-67,-0.583558640847643
"462","2-Hydroxyglutarate","Choline",7.54857966708182e-67,-0.53262696382901
"463","Cystathionine","Ergocalciferol",9.25192720192452e-67,-0.558421629521374
"464","Biopterin","N6-Trimethyllysine",1.47588686524082e-66,-0.525246620387285
"465","Arginine","Methionine",1.47773241976568e-66,-0.5516258677384
"466","Retinol","Suberic Acid",1.58761478640639e-66,0.662550237486299
"467","cAMP","cGMP",1.66157708633171e-66,0.830069419071977
"468","3-Hydroxyisovaleric Acid","Arginine",1.70540818815429e-66,0.586298867373036
"469","2-Hydroxyphenylacetate","Pyridoxamine",1.70794777379339e-66,0.512385823894775
"470","Cystathionine","Leucine /D-Norleucine",2.05092271845709e-66,0.673657289002558
"471","Biopterin","Methionine",2.13555219796431e-66,-0.476507124588966
"472","Cadaverine","Homocitrulline",2.58014549458176e-66,-0.663902082572159
"473","1-Methylnicotinamide","Methionine",2.69880791979865e-66,-0.557179393496529
"474","Erythrose-4-Phosphate","Homocitrulline",3.04959136611507e-66,0.637486298867373
"475","Ergocalciferol","Palmitic Acid",3.38226111154211e-66,0.510851297040555
"476","Aspartic Acid","Uracil",3.93759703969957e-66,-0.643697478991597
"477","Trigonelline","Uracil",4.67382919086082e-66,-0.676507124588966
"478","Maleic Acid","n-Glycylproline",5.02157429685694e-66,-0.562805991962002
"479","Arginine","Maleic Acid",5.65393549953019e-66,0.587358421629521
"480","N-AcetylGlycine","SAH",5.66656438975135e-66,-0.493606138107417
"481","2-isoPropylmalic Acid","Uridine",6.32706660272636e-66,-0.682352941176471
"482","N6-Acetyl-Lysine","Oxalacetate",6.41184818214115e-66,-0.512312751187432
"483","Adipic Acid / 3-Methylglutaric Acid","SAH",7.26491427919827e-66,-0.630727073438071
"484","2-Hydroxyglutarate","Maleic Acid",9.14167420417998e-66,-0.494884910485934
"485","2-Hydroxyglutarate","3-Hydroxyisovaleric Acid",9.18932831233766e-66,-0.502922908293752
"486","G6P","N-Ac-Alanine",9.82615732858678e-66,-0.662732919254658
"487","Erythrose-4-Phosphate","PEP",1.10807753361408e-65,0.719437340153453
"488","Cholecalciferol","D-Leucic Acid",1.14561160520817e-65,0.441761052246986
"489","Glucosamine","N-AcetylGlycine",1.14561160520817e-65,-0.58695652173913
"490","2-Hydroxyphenylacetate","Urate",1.56701700932682e-65,0.632005845816588
"491","Homoarginine","Oxalacetate",1.72358201566251e-65,-0.623456339057362
"492","2-Hydroxyphenylacetate","Oxalacetate",2.16741403453388e-65,0.550164413591524
"493","Ergocalciferol","Urate",2.28139624942257e-65,0.4637194008038
"494","Glucose","Pyridoxamine",2.34510011695255e-65,-0.46737303617099
"495","Indole-2-Carboxylic Acid","Taurine",2.45412595511052e-65,0.604822798684691
"496","Azelaic Acid","Hydrocinnamic Acid",3.46170787748778e-65,0.534709535988308
"497","Betaine","Biopterin",4.82210085191228e-65,0.634088417975886
"498","Citraconic Acid","Cystathionine",4.95215141988771e-65,-0.581841432225064
"499","Adipic Acid / 3-Methylglutaric Acid","n-Glycylproline",5.26102784103386e-65,-0.546912678114724
"500","Glucose","Retinol",7.35722719897449e-65,-0.495688710266715
"501","Cadaverine","Glutaric Acid",9.66223502268067e-65,0.668249908659116
"502","Citraconic Acid","Glucosamine",1.18058313094115e-64,-0.525538911216661
"503","Alpha-Ketoglutaric Acid","UDP-GlcNAc",1.22029485175798e-64,0.575886006576544
"504","G1P/F1P/F6P","Homocitrulline",1.28526059460526e-64,0.656302521008403
"505","3-(4-Hydroxyphenyl)Propionate","Erythrose-4-Phosphate",1.69369711196493e-64,-0.486919985385459
"506","2-Hydroxyphenylacetate","Cystathionine",1.76861749009968e-64,-0.541687979539642
"507","Glyceraldehyde","Succinylcarnitine",1.86018073524354e-64,0.525867738399708
"508","Cystathionine","Suberic Acid",1.94899146703715e-64,-0.559773474607234
"509","SAH","Suberic Acid",1.96262474555576e-64,-0.631786627694556
"510","Arginine","Glycerophosphocholine",2.19986971175795e-64,-0.464778955060285
"511","Ergocalciferol","Glucose",2.30655854230884e-64,-0.449068322981367
"512","Glyceraldehyde","PEP",2.6018211753043e-64,0.594775301424918
"513","Lysine","Reduced Glutathione",2.71158065253293e-64,-0.566715381804896
"514","Pyridoxamine","Succinylcarnitine",2.83740779041635e-64,-0.407307270734381
"515","Biopterin","Indole-2-Carboxylic Acid",2.90428565874338e-64,0.58041651443186
"516","2-Hydroxyphenylacetate","Arginine",2.9793887969998e-64,0.615783704786262
"517","3HBA","UDP-GlcNAc",3.02328725970632e-64,-0.565290464011692
"518","Glycerophosphocholine","Retinol",3.02328725970632e-64,-0.560467665327
"519","Cadaverine","Homoarginine",3.64350883581543e-64,-0.601497990500548
"520","Glucose","Maleic Acid",3.68761202693616e-64,-0.519546949214469
"521","N6-Trimethyllysine","Urate",3.96362628754976e-64,-0.632188527584947
"522","Glucosamine","Urate",5.3222308459329e-64,-0.523383266350018
"523","Azelaic Acid","Ergocalciferol",5.98303129587261e-64,0.587468030690537
"524","Palmitic Acid","Tyrosine",5.9933473077149e-64,0.59309462915601
"525","UDP-GlcNAc","Urate",6.64289384433625e-64,-0.597807818779686
"526","N-AcetylGlycine","UDP-GlcNAc",7.18817800350739e-64,-0.497478991596639
"527","DHAP/D-GA3P","Palmitic Acid",7.61779838539759e-64,-0.573620752648886
"528","Glucose","Succinylcarnitine",8.66386468546145e-64,0.514651077822433
"529","FAD","Ribulose 5-Phosphate",9.60522526084516e-64,-0.530800146145415
"530","Phenylacetic Acid","Pyridoxamine",1.00843208609616e-63,0.559006211180124
"531","Arginine","Choline",1.05078565437546e-63,0.628388746803069
"532","Adipic Acid / 3-Methylglutaric Acid","Trigonelline",1.2087979770818e-63,0.641761052246986
"533","Glucosamine","S-Adenosylmethionine (SAM)",1.21708444947549e-63,0.557033248081842
"534","Hydrocinnamic Acid","Methionine",1.31586465527574e-63,-0.444099378881988
"535","Imidazoleacetic Acid","Pyridoxamine",1.50397100483523e-63,-0.617025940811107
"536","Cholecalciferol","Retinol",1.51671401538973e-63,0.711764705882353
"537","Cadaverine","UDP-GlcNAc",1.64794718108485e-63,-0.594702228717574
"538","Suberic Acid","Trigonelline",1.64969325968957e-63,0.661709901351845
"539","Succinylcarnitine","Urate",1.7291905173599e-63,-0.434015345268542
"540","G1P/F1P/F6P","Glycerol-3-P",1.94674305256527e-63,0.668469126781147
"541","1-Methyladenosine","Indole-3-Carboxylic Acid",2.28294577266623e-63,0.548593350383632
"542","Alpha-Ketoglutaric Acid","Azelaic Acid",2.75129890119986e-63,-0.517829740591889
"543","Homocitrulline","N-Ac-Alanine",2.95560379106624e-63,-0.568578735842163
"544","G1P/F1P/F6P","N-Ac-Alanine",3.05415002026823e-63,-0.653452685421995
"545","Glycerophosphocholine","Phenylalanine",3.26812691408194e-63,0.49788089148703
"546","Glucose","PEP",3.45409715698273e-63,0.555681402995981
"547","1-Methyladenosine","Arginine",3.515593567231e-63,0.621775666788455
"548","PEP","UDP-GlcNAc",3.53200624762522e-63,0.557398611618561
"549","Glyceraldehyde","Glycerophosphocholine",4.19517672305004e-63,0.492546583850932
"550","3-(4-Hydroxyphenyl)Propionate","Palmitic Acid",4.3165000248332e-63,0.449360613810742
"551","3-(4-Hydroxyphenyl)Propionate","Oxalacetate",4.92984933693071e-63,0.505224698575082
"552","Glucosamine","Hydrocinnamic Acid",6.44751972908509e-63,-0.465217391304348
"553","1-Methylnicotinamide","DHAP/D-GA3P",6.57434150188648e-63,-0.612349287541104
"554","Choline","Glyceraldehyde",6.75240793259555e-63,-0.542236024844721
"555","1/3-Methylhistidine","Pyridoxamine",6.88109457466288e-63,-0.532773109243698
"556","Glyceraldehyde","N-AcetylGlycine",8.12720926916004e-63,-0.556521739130435
"557","1-Methylnicotinamide","3-(4-Hydroxyphenyl)Propionate",8.67506066732135e-63,0.492583120204604
"558","Cystathionine","Pyridoxamine",9.14351946650374e-63,-0.521446839605407
"559","Phenylalanine","Urate",9.48004302330409e-63,-0.537742053343076
"560","Cholecalciferol","UDP-GlcNAc",9.98011510610426e-63,-0.514541468761418
"561","Alanine","Indole-2-Carboxylic Acid",1.13768032228765e-62,0.528498355864085
"562","Erythrose-4-Phosphate","Sedoheptulose 7-Phosphate",1.32242846215821e-62,0.60230179028133
"563","Erythrose-4-Phosphate","N-Ac-Alanine",1.34055240529817e-62,-0.653489221775667
"564","Imidazoleacetic Acid","Methionine",1.34322657721222e-62,0.460029229082938
"565","Erythrose-4-Phosphate","Glycerol-3-P",1.34725516836316e-62,0.641907197661673
"566","n-Glycylproline","SAH",1.6239109202382e-62,0.558458165875046
"567","n-Glycylproline","Pyruvate",1.73828658467427e-62,0.49156010230179
"568","1/3-Methylhistidine","Azelaic Acid",2.44593299839358e-62,-0.576141761052247
"569","1-Methylnicotinamide","Homoarginine",2.7687731128718e-62,-0.599086591158203
"570","1-Methyladenosine","Palmitic Acid",3.0943669132014e-62,0.610230179028133
"571","Phenylacetic Acid","Urate",3.5179433385985e-62,0.595177201315309
"572","Glycerophosphocholine","Hydrocinnamic Acid",3.78775575952914e-62,-0.573766898063573
"573","5-Methylcytidine","N2,N2-Dimethylguanosine",5.87267307160592e-62,0.781037632444282
"574","3-Hydroxyisovaleric Acid","D-Leucic Acid",7.32422839751027e-62,0.602849835586409
"575","Cholecalciferol","Creatine",7.71775151571068e-62,0.488454512239679
"576","Cystathionine","Hydrocinnamic Acid",8.21645036630098e-62,-0.482133723054439
"577","Glyceraldehyde","UDP-GlcNAc",9.19568656452446e-62,0.493496529046401
"578","Choline","Glucose",9.67530180685862e-62,-0.490098648154914
"579","1-Methylnicotinamide","Tyrosine",1.02054787158525e-61,0.611618560467665
