"rowname","colname","p_means","R_means","pvalue","R_squared","p_F_all","R_F_all","p_F","R_F","p_M_all","R_M_all","p_M","R_M","p_SD","R_SD"
"Lactose/Trehalose","Threonine",3.30705244496881e-14,0.227536989756683,5.84205494004689e-15,0.252202577165118,1.13850854864955e-06,0.211428387677664,2.3366074105194e-05,0.148275862068965,9.42450287007137e-15,0.135805626598465,8.7569010527991e-05,0.111822660098522,NA,NA
"Leucine /D-Norleucine","Pyruvate",3.0320227006834e-11,0.227660032606355,3.29135890603458e-11,0.183556659103558,0.0285047308051097,0.0122515917422342,0.00699177667880542,0.0261083743842364,3.59845295519779e-26,0.331750091340884,9.89332509588463e-21,0.299014778325123,NA,NA
"Phosphorylcholine","UDP-GlcNAc",3.71373162530915e-05,0.227660032606355,3.03619270579544e-10,0.283256988740956,2.92224880511053e-13,0.280146633224002,8.08912466811e-13,0.287684729064039,1.03491227894068e-19,0.299963463646328,1.21191607107077e-05,0.236453201970443,0.00500761450210657,0.55320197044335
"Allantoin","Histamine",6.89326667943621e-23,0.227783075456027,2.59582986704589e-29,0.238567575666767,0.000167092703590779,0.157662872210432,NA,NA,4.16217811603929e-17,0.217939349652905,0.000140609284689913,0.121182266009852,NA,NA
"Glycerophosphocholine","Homocitrulline",1.22217340227249e-19,0.227783075456027,4.74392972133079e-14,0.157883471039,NA,NA,NA,NA,1.1971774123441e-37,0.369638290098648,3.49874328190077e-48,0.510837438423645,NA,NA
"Hypotaurine","Uracil",1.74683865398209e-12,0.227783075456027,4.5826488070883e-14,0.208998672888394,2.25055387872801e-19,0.306193324329539,2.13972561657071e-12,0.347290640394089,NA,NA,NA,NA,0.00749270037183713,0.57487684729064
"Creatine","Lactate",9.94234671523036e-08,0.227783075456027,7.22627406955322e-14,0.325677469069738,1.98726154538715e-29,0.371020644414432,1.43063963974414e-16,0.203448275862069,NA,NA,NA,NA,NA,NA
"Citrulline","N-Ac-Phenylalanine",3.1308607963772e-40,0.2279061183057,4.70218452223095e-30,0.220060790273556,9.83307157760254e-14,0.176281432889575,4.17699838910747e-09,0.150246305418719,1.88998334521149e-12,0.131238582389478,9.36849835140579e-25,0.148275862068965,NA,NA
"3-Hydroxyisovaleric Acid","Adenine",1.24188962361815e-28,0.227967639730536,1.00631316342595e-29,0.172421764630335,5.0062653104466e-15,0.0193903144896778,2.22769662917327e-22,0.135467980295566,0.0028596857287524,-0.0113993423456339,NA,NA,NA,NA
"Guanine","N6-Trimethyllysine",1.12429692610429e-16,0.227967639730536,1.14640661450943e-06,0.142989854017723,0.0474737660052336,-0.0936073059360731,NA,NA,2.48237834688662e-33,-0.379137742053343,2.02220803658837e-23,-0.327586206896552,NA,NA
"cAMP","Ribulose 5-Phosphate",1.72696249470576e-31,0.228029161155372,1.04156406417468e-21,0.112924354638469,2.06710059022167e-06,-0.262942954530838,0.000806355978157718,-0.120689655172414,1.56660095771391e-19,0.137559371574717,1.08111448525811e-16,0.128571428571429,0.033269888093172,-0.417241379310345
"Guanosine","S-Methylcysteine",1.33679941036352e-12,0.228275246854717,2.47115168459867e-14,0.263401686716041,8.98909695994903e-10,0.300919673290887,8.48080290985945e-13,0.336945812807882,0.00159196420855852,0.192436974789916,NA,NA,NA,NA
"1-Methylnicotinamide","Niacinamide",1.14914977847716e-19,0.228336768279553,6.58252408213216e-11,0.158559869857443,2.18369032905809e-07,-0.179304135314168,0.000364779110593279,-0.222167487684729,NA,NA,0.0015994692543713,0.206403940886699,NA,NA
"Adipic Acid / 3-Methylglutaric Acid","Glycine",1.34519941204998e-07,0.228336768279553,2.88472254129403e-06,0.181908472109251,1.33082451833645e-27,0.349893883851052,2.89376778549994e-17,0.372906403940887,0.000414084587680248,0.0846181951041286,5.25000475717964e-09,0.133497536945813,0.0444894112587362,0.404926108374384
"5'-Methylthioadenosine","Xanthosine",6.65664010322098e-15,0.228398289704389,2.76645945949764e-20,0.28151890063787,4.60396968200109e-22,0.291240594250434,5.12370719861534e-24,0.277832512315271,2.47459055692368e-07,0.247241505297771,NA,NA,NA,NA
"D-Leucic Acid","S-Methylcysteine",1.24741570075514e-16,0.228459811129226,2.53184689911533e-13,0.183471038999957,NA,NA,0.0243629533230601,0.00246305418719212,7.13396616801283e-21,0.238217025940811,1.279642036381e-09,0.192610837438424,NA,NA
"2-Hydroxyphenylacetate","Succinate",4.2463677035616e-10,0.228459811129226,1.25578862165176e-05,0.109174194100775,1.37677667766276e-28,0.326516174673612,3.27176397275348e-23,0.376354679802956,2.60715088187946e-06,-0.153196930946292,NA,NA,NA,NA
"Niacinamide","Thiamine",0.000284855938022665,0.228459811129226,NA,NA,0.0163624796694467,0.230690076532253,0.0126878842786832,0.294581280788177,NA,NA,NA,NA,NA,NA
"Acetylcarnitine","L-2-Aminobutyric Acid",2.59718582623595e-23,0.228828939678243,4.87306391948968e-10,0.141221798878377,1.97129277859592e-05,-0.182905653096662,3.28079844248119e-05,-0.168472906403941,0.0307842085966935,0.139532334673,NA,NA,NA,NA
"Ergocalciferol","Tyrosine",1.53211514245835e-41,0.228951982527915,9.08106779120555e-49,0.306738302153346,0.000353997760399393,0.0457264132741656,NA,NA,1.15097344023249e-37,0.253964194373402,7.98927179020303e-26,0.240886699507389,NA,NA
"1-Methyladenosine","Phosphoserine",0.000710557434567483,0.228951982527915,3.51417860854116e-05,0.234718952009932,1.43840509823818e-06,0.187182455463374,NA,NA,NA,NA,5.62490121681262e-07,0.30935960591133,NA,NA
"Histidine","Threonine",0.036468063172319,0.228951982527915,NA,NA,2.88179508535214e-55,0.637758055180398,2.19936506881526e-50,0.678325123152709,1.45033005141157e-22,0.319875776397516,1.6721504438719e-15,0.347290640394089,NA,NA
"GMP","Histidine",6.67533210224265e-06,0.229013503952751,NA,NA,0.0247416461421365,0.07981220657277,9.67454703890027e-15,0.326600985221675,NA,NA,2.41395561961605e-05,0.192610837438424,NA,NA
"7-Methylguanine","Linolenic Acid",2.17618665989754e-18,0.229075025377588,1.01588687225524e-19,0.211276167644163,2.80222597118676e-22,0.259534375200978,2.87730680791451e-20,0.303940886699507,1.15403642363833e-07,0.119327731092437,1.70374342011442e-11,0.127093596059113,NA,NA
"2-isoPropylmalic Acid","N-Ac-L-Glutamine",0.000812934907042963,0.229075025377588,NA,NA,NA,NA,NA,NA,0.000718348631187948,0.370734380708805,NA,NA,NA,NA
"Argininosuccinate","Phosphotyrosine",1.90214772331425e-24,0.229136546802424,2.15385068198768e-22,0.239025643221028,1.66508416037469e-29,0.216637725898772,1.47478440968874e-39,0.283251231527094,1.08336165859268e-18,0.296090610157106,1.64644948096955e-09,0.181773399014778,0.0284143210300247,0.489162561576355
"2-isoPropylmalic Acid","Hypotaurine",4.0990895893392e-12,0.229136546802424,1.61868858678623e-11,0.198647202363115,0.0236500242733131,0.113930156280147,NA,NA,7.51307057786962e-18,0.277274388016076,2.24576214830202e-10,0.231527093596059,NA,NA
"3-Hydroxyisovaleric Acid","Adenosine",7.30769466259294e-31,0.22919806822726,6.60713178200126e-30,0.189648529474721,1.71112152421664e-17,0.0477201106180462,4.54222036470768e-23,0.080295566502463,7.01185441496884e-21,0.147862623310194,1.15373965455815e-08,0.0901477832512315,NA,NA
"Niacinamide","Oxalacetate",1.24218140264385e-20,0.22919806822726,2.47514357188571e-11,0.138392054454386,5.00175169317709e-06,-0.198051321628401,0.00968425951822684,-0.197044334975369,NA,NA,0.00133656794723017,0.206896551724138,NA,NA
"Aspartic Acid","Palmitic Acid",1.41968695587436e-16,0.22919806822726,7.09284662337443e-14,0.178500791985958,NA,NA,NA,NA,3.41044893269889e-07,0.0592985020094995,NA,NA,NA,NA
"1/3-Methylhistidine","Carnosine",1.26993784306261e-06,0.22919806822726,NA,NA,2.61252876985877e-12,0.280854074216991,1.150037737244e-17,0.336945812807882,6.97576917744212e-09,-0.0845816587504567,4.87798080155798e-07,-0.0610837438423645,NA,NA
"Argininosuccinate","Phenylalanine",3.58096921959392e-12,0.229321111076932,3.81439841179861e-12,0.283047219487136,3.70673312042559e-11,0.205222200784616,2.87044472697706e-21,0.170443349753695,1.25461791799781e-15,0.31958348556814,0.0010831918665219,0.15615763546798,NA,NA
"Carnosine","Histidine",5.93679205570333e-09,0.229321111076932,NA,NA,NA,NA,0.0042340744425154,0.0266009852216749,NA,NA,0.000754874180293067,0.295566502463054,NA,NA
"Cholecalciferol","Ornithine",2.10491597188242e-09,0.229444153926605,3.51364731255246e-13,0.22644805000214,2.34941299137567e-35,0.387066692391794,5.16642276987927e-21,0.309852216748768,1.41737462328995e-33,0.267519181585678,5.29407075677818e-31,0.420689655172414,NA,NA
"Citraconic Acid","Niacinamide",1.61056017272174e-23,0.229505675351441,7.43174344377744e-12,0.12635814889336,NA,NA,8.01713567289991e-05,0.132019704433498,NA,NA,0.00225098320896539,0.0955665024630542,NA,NA
"NADH","Urate",1.46475627555418e-11,0.229567196776277,1.87314302811419e-08,0.177259300483754,0.0325563255047444,0.160396166956074,NA,NA,NA,NA,NA,NA,NA,NA
"Hydrocinnamic Acid","Riboflavin",4.38982115548784e-21,0.229628718201113,6.28519390497946e-15,0.19202020634445,NA,NA,0.0177469841398105,0.0729064039408867,7.94550455025077e-06,0.170076726342711,3.95061894527045e-15,0.237931034482759,NA,NA
"G6P","Lysine",1.10405209807613e-19,0.229813282475622,3.88708642388466e-23,0.247981506057622,NA,NA,0.0213597259153779,-0.0812807881773399,0.00742755028303659,-0.0383631713554987,NA,NA,NA,NA
"Hypotaurine","Palmitic Acid",3.16226786446201e-14,0.229813282475622,1.39960999412169e-14,0.192324157712231,1.71498598217359e-15,0.311724226638369,5.22412724469375e-13,0.360098522167488,6.50502250505534e-17,0.127877237851662,1.27676344517116e-13,0.133497536945813,NA,NA
"Phosphoserine","Succinylcarnitine",0.00222904056275874,0.229813282475622,NA,NA,2.19435779366004e-10,0.235127660942826,2.83769858658298e-24,0.349261083743842,4.04405041427303e-07,0.278260869565217,0.0430766428341481,0.184729064039409,NA,NA
"Acetylcarnitine","DHAP/D-GA3P",2.73657695436675e-21,0.229874803900458,1.10539320656461e-08,0.0535168457553834,7.08945692092697e-08,-0.118624991960898,NA,NA,3.31924163057417e-07,-0.143112897332846,NA,NA,NA,NA
"Erythrose-4-Phosphate","Phosphotyrosine",2.91061256283966e-12,0.229874803900458,4.80068600672497e-12,0.198886938653196,6.14644140355766e-20,0.347449996784359,1.49508890679607e-11,0.292610837438424,0.00105862770536039,0.0731823164048228,NA,NA,NA,NA
"Histamine","Sucrose",5.79867674386655e-11,0.229874803900458,7.66559385199072e-18,0.27375315724132,1.75186565727355e-45,0.497652582159624,1.99140084030355e-26,0.421674876847291,2.13742133003812e-11,0.225210084033613,0.000139733646945829,0.305911330049261,0.0331141324253914,0.545320197044335
"betaAlanine","Leucine /D-Norleucine",4.83203199992998e-05,0.229997846750131,4.74912956621479e-11,0.262554047690398,3.6850426557569e-13,0.337288571612322,0.000796020053219911,0.254679802955665,6.12043411012808e-11,0.208549506759225,5.06523449677689e-06,0.191625615763547,NA,NA
"AMP","Xanthurenic Acid",6.94402376653232e-13,0.230120889599803,7.62187194190701e-10,0.219666937796995,9.01713044997235e-07,0.148884172615602,2.07980435332113e-13,0.217241379310345,2.66153112260169e-08,0.276324442820607,1.01532303558594e-06,0.239901477832512,NA,NA
"Cystine","Sorbitol",9.55810905378183e-22,0.230182411024639,1.07048350209291e-31,0.319076159082152,9.29898602979274e-41,0.384204772011062,9.92079632483925e-28,0.244827586206897,2.211073924377e-06,0.176872488125685,0.00029174099863229,0.173891625615764,NA,NA
"Acetylcholine","Succinate",0.016577431404798,0.230182411024639,NA,NA,1.1336203996361e-07,0.0616116792076661,NA,NA,NA,NA,1.01652194804002e-06,0.227093596059113,NA,NA
"2-isoPropylmalic Acid","Glutaric Acid",4.3024753983854e-18,0.230243932449475,7.3729326823294e-21,0.224714242904234,9.72079688041826e-06,0.153643321113898,6.93743123398394e-07,0.1935960591133,9.12659227388532e-16,0.196017537449763,4.50985208757966e-09,0.151724137931034,NA,NA
"Carnosine","Xanthosine",1.55181943187967e-05,0.230243932449475,1.09655877167826e-09,0.248229804358063,3.05845724042836e-20,0.333622741012284,2.24123550562736e-22,0.306896551724138,NA,NA,0.0183030943323461,0.235467980295566,NA,NA
"NADH","Serine",1.94133377557405e-06,0.230305453874312,NA,NA,4.72277651862652e-06,0.264550774969451,4.60117518026233e-06,0.291133004926108,NA,NA,NA,NA,NA,NA
"Adenylosuccinate","Argininosuccinate",0.00608560228758783,0.230305453874312,NA,NA,NA,NA,1.1874468720581e-07,0.236945812807882,NA,NA,NA,NA,NA,NA
"Adenylosuccinate","Pyroglutamic Acid",5.58848808499234e-22,0.230551539573656,2.19360670082309e-20,0.193920972644377,3.0936984753642e-26,0.277349025660814,1.86504366015559e-31,0.452216748768473,0.00473635812890001,0.128132992327366,NA,NA,NA,NA
"4-Pyridoxic Acid","Phosphoserine",2.03259064822755e-15,0.230551539573656,9.99365521150875e-13,0.200629307761462,1.74425503020254e-22,0.35114798379317,2.98065281847173e-32,0.439901477832512,NA,NA,2.4634857270871e-05,0.0684729064039409,NA,NA
"2'-Deoxycytidine","Succinylcarnitine",2.85548442219309e-12,0.230613060998493,2.31908599414007e-14,0.240913566505415,1.56686170391874e-39,0.429963341694,5.23273694676783e-30,0.403448275862069,0.00178481257267803,-0.0142126415783705,NA,NA,0.0174136595638704,0.621182266009852
"Pipecolate","Uracil",5.68698421303022e-14,0.230736103848165,3.33716851282232e-10,0.15254505757952,2.42447760716992e-15,0.272396938709885,1.48668746953832e-25,0.386699507389162,NA,NA,NA,NA,NA,NA
"NADH","Valine",1.71976209537337e-12,0.230736103848165,1.12027000483329e-10,0.238969990153688,0.00346834029794153,0.180622548073831,1.43093275884473e-05,0.204926108374384,1.36355004051676e-06,0.20230179028133,1.99828136803141e-09,0.22512315270936,NA,NA
"Putrescine","SAH",4.35173887692228e-24,0.230797625273001,3.49059376202425e-20,0.166398390342052,NA,NA,NA,NA,3.87030310942724e-06,0.106101571063208,2.23272905463901e-10,0.205418719211823,NA,NA
"Anthranilic Acid","N6-Acetyl-Lysine",5.02302574547839e-11,0.230797625273001,1.23015036837266e-05,0.179220000856201,NA,NA,NA,NA,7.15824317470617e-29,-0.130580928023383,2.23293139991799e-10,-0.102955665024631,NA,NA
"3-Aminoisobutyrate","5'-Methylthioadenosine",6.55626367324793e-06,0.230797625273001,6.02063821723679e-06,0.197020420394709,9.94483858966767e-14,0.291304907067979,1.514452539878e-20,0.383251231527094,0.000916071020592411,-0.0437340153452685,0.0001972854075053,-0.0438423645320197,NA,NA
"Glycerol-3-P","Glycerophosphocholine",2.0276368757208e-15,0.230859146697837,2.49185149397154e-11,0.159972601566848,NA,NA,NA,NA,1.08454436415435e-29,0.321044939715016,2.12815043650832e-38,0.455665024630542,NA,NA
"Homoarginine","Homocitrulline",1.09775892113703e-20,0.23098218954751,1.27665884039431e-21,0.229984160280834,NA,NA,0.0432573318613303,0.163546798029557,5.87389362647641e-33,0.286408476434052,1.92835713201386e-23,0.269458128078818,NA,NA
"ADP","SAH",9.89939601685681e-15,0.23098218954751,2.14629704334993e-08,0.194053683804957,5.054516836767e-29,0.266480159495788,7.8578868166573e-41,0.329556650246305,0.000228074904272683,0.147131896236756,0.0124168223109101,0.0921182266009852,NA,NA
"Asparagine","n-Glycylproline",1.98221532272797e-30,0.231043710972346,7.72104271448209e-26,0.231799306477161,3.40759314914125e-19,0.215576564409287,1.59898292065998e-13,0.118226600985222,2.21300162469741e-13,0.114322250639386,0.00179461223715811,-0.0704433497536946,0.0349044703184103,0.372413793103448
"Dimethylarginine (A/SDMA)","Lysine",0.000536366517536472,0.231105232397182,0.000156821274725368,0.250648572284772,NA,NA,NA,NA,NA,NA,0.00992676407670157,0.224137931034483,0.0354584803225408,0.5
"Carnosine","Erythrose-4-Phosphate",0.000497693567842076,0.231166753822018,NA,NA,9.70590000369412e-08,0.266608785130877,0.000248111364873584,0.232019704433498,2.52400101513952e-13,-0.188308366824991,4.05231145371833e-07,-0.0640394088669951,NA,NA
"1/3-Methylhistidine","Thiamine",3.21214490574494e-22,0.231228275246855,6.56284753735743e-26,0.282383663684233,2.90874354592537e-33,0.340697150942183,1.21474255817852e-19,0.276354679802956,3.33329696659564e-41,0.289696748264523,6.58274298615213e-26,0.163054187192118,0.0235309376793776,0.526600985221675
"Carnosine","Uracil",4.57114915516109e-10,0.231228275246855,7.10989876217548e-17,0.263465901793741,2.25806041829399e-40,0.435526400411602,1.90471153326165e-32,0.419704433497537,0.00565145942820624,0.221702594081111,0.000108148444779012,0.297044334975369,NA,NA
"1-Methyladenosine","Pyroglutamic Acid",6.26379715170805e-24,0.231289796671691,1.78775868838403e-20,0.211862665353825,7.07163952200441e-15,0.218438484790019,7.48368083945439e-10,0.298522167487685,4.73817619340596e-15,0.191633175009134,1.22612040030507e-10,0.15320197044335,0.0499592803030095,-0.33743842364532
"Allantoin","Maleic Acid",5.00844930412031e-24,0.231412839521363,6.52061925091076e-32,0.222051457682264,0.000541792012622389,0.0751173708920188,0.000476707425785,-0.0970443349753694,9.30455698974375e-32,0.289221775666788,6.48169582947116e-09,0.20935960591133,NA,NA
"Glucosamine","Homocitrulline",9.63762390727697e-24,0.231412839521363,5.65459817023946e-20,0.155045164604649,NA,NA,NA,NA,6.35925164646628e-31,0.268396054073803,1.46966824327921e-34,0.43743842364532,NA,NA
"Ergocalciferol","Myristic Acid",2.3324238842758e-21,0.231412839521363,9.54177750427213e-19,0.230720493171797,NA,NA,0.00401475327634308,0.0665024630541872,0.00015646782576594,-0.165217391304348,3.13941663755557e-07,-0.308866995073892,NA,NA
"L-Kynurenine","Phosphotyrosine",4.89761343447674e-12,0.231412839521363,1.7489490566704e-07,0.0683162806626996,0.00842639510569479,0.0205157887967072,3.04529523581843e-08,0.18423645320197,NA,NA,0.00227781817682355,0.21871921182266,NA,NA
"Agmatine","Carnosine",2.83278896469123e-22,0.231474360946199,3.74201449207029e-23,0.280637013570786,3.7819491917723e-56,0.479098334298026,6.34839990427877e-38,0.366502463054187,NA,NA,NA,NA,NA,NA
"IMP","Xanthurenic Acid",1.03506548608679e-18,0.231474360946199,1.56866525406186e-14,0.23417526435207,3.5992520400586e-18,0.258955559843077,1.31892074955385e-23,0.308374384236453,7.3415977041603e-19,0.225465838509317,5.0396439383657e-11,0.119704433497537,NA,NA
"N-Ac-Arginine","Pseudouridine",2.28407838076776e-08,0.231474360946199,6.92485792203897e-05,0.19216147951539,0.003728181699929,0.174609299633417,8.26678499872697e-05,0.254187192118227,5.94884602591806e-07,0.147826086956522,0.0064327646749554,0.190147783251231,NA,NA
"5-Methylcytidine","5,6-Dihydrouracil",1.11330447309525e-05,0.231474360946199,4.32330336081646e-09,0.214431268461835,3.35455352107419e-17,0.176410058524664,2.74535274301816e-14,0.230541871921182,6.66101922155e-08,0.255827548410669,1.47545705496412e-07,0.305418719211823,NA,NA
"Allantoin","Ergocalciferol",1.45050035629962e-31,0.231535882371036,1.1080796006762e-38,0.254000599340725,6.33731422644864e-12,0.145829313782237,NA,NA,1.57163466243722e-25,0.314212641578371,0.00032907039163368,0.0512315270935961,NA,NA
"Citraconic Acid","iso-Leucine /allo-isoLeucine",1.19707794618995e-16,0.231658925220708,1.68406565107093e-10,0.158932317308104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2'-Deoxycytidine","gamma-Aminobutyrate",1.91946567856797e-06,0.231720446645544,1.82361406726454e-05,0.17113318207115,2.97039146731078e-17,0.242748729821854,1.47678198897809e-14,0.250738916256158,NA,NA,0.0378586201036926,0.268472906403941,0.0137814887756053,0.591133004926108
